record_id	coverage_group	source_path	candidate_path	formal_role	generator	row_count	byte_size	sha1	coverage_status	redistribution_class	notes
SV-0104	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_golden_rules_v2_1_check.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0104_bioapp_phase2c_golden_rules_v2_1_check.json	frozen CTA endpoint definitions and guardrails	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py		648	50a981e682079aad6472c6c8278017fc09e547a1	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0105	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_definition.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0105_endpoint_definition.json	frozen CTA endpoint definitions and guardrails	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py		584	48a2c04bc84faf8386c852b90901d53a5300ed85	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0106	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_freeze_manifest.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0106_endpoint_freeze_manifest.json	frozen CTA endpoint definitions and guardrails	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py		748	5c2e0044c6f1b5c05f93fe633cdcd1df6a5c1bc6	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0107	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_condition_metric_comparison.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0107_baseline_condition_metric_comparison.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	3	1346	3a301090a8117a87b90b571416aa8a0450cff15d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0108	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_endpoint_metric_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0108_baseline_endpoint_metric_summary.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	3	1346	3a301090a8117a87b90b571416aa8a0450cff15d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0109	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_endpoint_score_all_runs_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0109_baseline_endpoint_score_all_runs_by_spot.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	6744	1321189	8307d76478c2e65b569f3e82247950205e6456ae	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0110	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_full_reference_endpoint_score_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0110_baseline_full_reference_endpoint_score_by_spot.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	421395	2ef1316578d084e73e49ecea85e22efaeeea7db7	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0111	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_full_reference_spot_fraction_table.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0111_baseline_full_reference_spot_fraction_table.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	645137	45ac913d5ee0bb5d43c4ae17522945241dfc99ee	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0112	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_immune_all_dropout_endpoint_score_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0112_baseline_immune_all_dropout_endpoint_score_by_spot.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	431582	e89a1592cf9bbd28e57f973584eae2650a5785fb	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0113	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_immune_all_dropout_spot_fraction_table.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0113_baseline_immune_all_dropout_spot_fraction_table.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	570454	9a0e8bc81790b94ed31b5a2ceead9f3c8e47431a	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0114	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_nonimmune_all_dropout_control_endpoint_score_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0114_baseline_nonimmune_all_dropout_control_endpoint_score_by_spot.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	469094	ca6248846515d0372a8a650cf247513348b75b90	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0115	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0115_baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	2248	632491	a1170b70766e0659ce45901c273c986f696eff18	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0116	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_output_parse_report.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0116_baseline_output_parse_report.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	3	959	3902a239830b57cfa835353212a826e4824c0917	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0117	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_positive_spot_nonimmune_label_breakdown.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0117_baseline_positive_spot_nonimmune_label_breakdown.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	12	837	8d47fa536ef9fcd86273233d6f04fa5cbaa4f96f	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0118	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_spot_universe_alignment.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0118_baseline_spot_universe_alignment.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	3	317	584faea556a00d1aa1a1ab73841daf2bf96bfcd5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0119	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/manifest.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0119_manifest.csv	baseline endpoint evaluation source values	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	33	12179	0de2972053c2e5abb35bcdfe4388c08119ec4a3d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0120	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_endpoint_comparison_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0120_baseline_svtuner_endpoint_comparison_by_spot.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	2248	379852	0bad6b559563d7a47af9572dcc8f74f05caee932	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0121	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_metric_comparison.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0121_baseline_svtuner_metric_comparison.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	9	776	237731e67a05cf92ce03f9d46c7aa05104945777	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0122	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_endpoint_contingency.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0122_binary_withheld_endpoint_contingency.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	2	95	2033f211e8c6b59cd0a940c6688e9e2f627198f6	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0123	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_enrichment_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0123_binary_withheld_enrichment_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	418	510256079a324efc67c124fd278d8a71f7419102	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0124	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_spots.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0124_contradiction_prevention_spots.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	134	22927	305604d54a3b2b18bb838fc23abc46e5f00d40de	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0125	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0125_contradiction_prevention_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	394	64b3e53aec8cad41072065623fcb22f2a5550052	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0126	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_analysis_set_qc.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0126_endpoint_analysis_set_qc.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	370	7291cb6a2012faff93915497f6f683fac9a569ab	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0127	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0127_endpoint_concordant_interpretation_by_spot.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1888	321142	a344ac235096403e957055b0e80fa30687608279	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0128	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0128_endpoint_concordant_interpretation_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	282	530de0ff2905f35c8b2c52ea1046a72324d7d15f	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0129	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0129_endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	474	864dd074c15aa5f9468be78ccfa1ae9c4cd48db1	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0130	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/figure_manifest.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0130_figure_manifest.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	14	2509	85b5306f043c87267ea32fbc96372e5d87d84795	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0131	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/gene_count_audit.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0131_gene_count_audit.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	659	83137d595d47987f7ca429d91d625f6156a874ae	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0132	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/manifest.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0132_manifest.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	40	7175	88fcd8e00a948a2a2c3cfe0e41f129b7865447c4	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0133	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase5_baseline_anchor_import_qc.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0133_phase5_baseline_anchor_import_qc.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	246	3229c34ff10a4294800111d10dc1d6e8369b7d49	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0134	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase7_svtuner_raw_output_import_qc.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0134_phase7_svtuner_raw_output_import_qc.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	246	2abe53b6b8335cb7d73c23839b658d0a1d8d178e	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0135	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase8_input_qc.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0135_phase8_input_qc.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	5	467	f0c15b0b53d50f8cb00a05c86f4ecd808b35d564	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0136	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/spatial_overlap_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0136_spatial_overlap_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	4	708	cf74a0e481d297e4cd2e3ba95d291001add88ac5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0137	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/svtuner_endpoint_score_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0137_svtuner_endpoint_score_by_spot.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	2248	588415	4dc505412f9ed5a7de24221e6d63a26abef281e5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0138	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_enrichment_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0138_withheld_enrichment_summary.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1	579	89a9c9f930dfa0345930050b593dce2f46325319	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0139	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_pr_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0139_withheld_pr_curve.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	1889	107756	8bd847270a3dc67bb12fa80e5ae16cc38ffc454e	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0140	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_roc_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0140_withheld_roc_curve.csv	SVTuner endpoint comparison, binary withholding and curve values	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	223	13023	aa6de914a2e17c4abdcda6cacdd37031748493f7	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0141	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/excluded_endpoint_360_spots.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0141_excluded_endpoint_360_spots.csv	formal Fig. 5B analysis set and ROC/PR source values	scripts/audit_fig5b_auprc_provenance.py	360	161473	2022b97d475f9a83ecbb14e2ed3a6a8fe47274ca	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0142	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/formal_analysis_1888_spots.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0142_formal_analysis_1888_spots.csv	formal Fig. 5B analysis set and ROC/PR source values	scripts/audit_fig5b_auprc_provenance.py	1888	800314	9cab1a14a3d6f43c7aef2153ddfc7f212eecc6f7	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0143	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/precision_recall_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0143_precision_recall_curve.csv	formal Fig. 5B analysis set and ROC/PR source values	scripts/audit_fig5b_auprc_provenance.py	1889	116103	c549097da29cd77554643b3b34333d45195eae72	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0144	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/roc_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0144_roc_curve.csv	formal Fig. 5B analysis set and ROC/PR source values	scripts/audit_fig5b_auprc_provenance.py	223	13848	268a8fa4e14699666efcd73814f4c2be400de14e	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0145	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0145_phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d0_morphology_domain_boundary_freeze.py	2248	992282	cc6b729faca0aa45be77f3f3759d04a6a99aed7f	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0146	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_interface_band_by_domain.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0146_phase_d0_interface_band_by_domain.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d0_morphology_domain_boundary_freeze.py	5	274	d32b59c5a7b9d6b37b45957345c5544f302b232f	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0147	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_g_morphology_domain_concordance_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0147_panel_g_morphology_domain_concordance_summary.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	5	780	17acd78568612323892eacb513baf44312e77754	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0148	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_h_tumor_stroma_interface_topology_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0148_panel_h_tumor_stroma_interface_topology_summary.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	16	968	70e011aa5ae9048fa58d3d871c5a51cab30f8d4b	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0149	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/phase_d1_downstream_analysis_by_spot.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0149_phase_d1_downstream_analysis_by_spot.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	4496	1581872	b421fec935ca11698ff4aaebd1e803106856343a	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
