check_id	manuscript_fact_group	manuscript_fact	manifest_record_id	manifest_value	match_status	severity	recommended_action	evidence_paths
REC146	E CTA biological application	CTA01_BCSA2TUMB1.spatial_sample = BCSA2TumB1	CTA01_BCSA2TUMB1	BCSA2TumB1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC147	E CTA biological application	CTA01_BCSA2TUMB1.disease_context = HER2-positive breast cancer	CTA01_BCSA2TUMB1	HER2-positive breast cancer	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC148	E CTA biological application	CTA01_BCSA2TUMB1.platform = 10x Visium Spatial Gene Expression	CTA01_BCSA2TUMB1	10x Visium Spatial Gene Expression	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC149	E CTA biological application	CTA01_BCSA2TUMB1.slide = V10F24-112	CTA01_BCSA2TUMB1	V10F24-112	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC150	E CTA biological application	CTA01_BCSA2TUMB1.capture_area = C1	CTA01_BCSA2TUMB1	C1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC151	E CTA biological application	CTA01_BCSA2TUMB1.processing = Space Ranger 1.0.0	CTA01_BCSA2TUMB1	Space Ranger 1.0.0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC152	E CTA biological application	CTA01_BCSA2TUMB1.resource = CTA breast-cancer spatial transcriptomics resource	CTA01_BCSA2TUMB1	CTA breast-cancer spatial transcriptomics resource	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC153	E CTA biological application	CTA01_BCSA2TUMB1.endpoint = registered computational-pathology-derived immune endpoint	CTA01_BCSA2TUMB1	registered computational-pathology-derived immune endpoint	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC154	E CTA biological application	CTA01_BCSA2TUMB1.reference_source = Wu breast-cancer atlas	CTA01_BCSA2TUMB1	Wu breast-cancer atlas	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC155	E CTA biological application	CTA01_BCSA2TUMB1.reference_accession = GSE176078	CTA01_BCSA2TUMB1	GSE176078	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC156	E CTA biological application	CTA01_BCSA2TUMB1.project_prepared_subset = true	CTA01_BCSA2TUMB1	true	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC157	E CTA biological application	CTA01_BCSA2TUMB1.total_cells = 4014	CTA01_BCSA2TUMB1	4014	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC158	E CTA biological application	CTA01_BCSA2TUMB1.donor_matched_to_spatial = false	CTA01_BCSA2TUMB1	false	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC159	E CTA biological application	CTA01_BCSA2TUMB1.pooled_HER2_patients = 5	CTA01_BCSA2TUMB1	5	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC160	E CTA biological application	CTA01_BCSA2TUMB1.removed_total = 2414	CTA01_BCSA2TUMB1	2414	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC161	E CTA biological application	CTA01_BCSA2TUMB1.retained_total = 1600	CTA01_BCSA2TUMB1	1600	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC162	E CTA biological application	CTA01_BCSA2TUMB1.exact_chemistry_or_kit_version = UNRESOLVED	CTA01_BCSA2TUMB1	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC163	E CTA biological application	patient count CID3586 = 1038	CTA01_BCSA2TUMB1	1038	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC164	E CTA biological application	patient count CID3838 = 544	CTA01_BCSA2TUMB1	544	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC165	E CTA biological application	patient count CID3921 = 766	CTA01_BCSA2TUMB1	766	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC166	E CTA biological application	patient count CID4066 = 1211	CTA01_BCSA2TUMB1	1211	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC167	E CTA biological application	patient count CID45171 = 455	CTA01_BCSA2TUMB1	455	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC168	E CTA biological application	removed B cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC169	E CTA biological application	removed CD4 T cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC170	E CTA biological application	removed CD8 T cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC171	E CTA biological application	removed monocytes/macrophages = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC172	E CTA biological application	removed NK cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC173	E CTA biological application	removed plasma cells = 226	CTA01_BCSA2TUMB1	226	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC174	E CTA biological application	removed generic T cells = 188	CTA01_BCSA2TUMB1	188	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC175	E CTA biological application	retained endothelial cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC176	E CTA biological application	retained epithelial cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC177	E CTA biological application	retained fibroblasts = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC178	E CTA biological application	retained perivascular-like cells = 400	CTA01_BCSA2TUMB1	400	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC179	A2 human-lung joint simulation	ena sample accession	SIM03_HUMAN_LUNG	ERS20065156	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv
REC180	A2 human-lung joint simulation	run accession intentionally blank	SIM03_HUMAN_LUNG		MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv
REC181	A2 human-lung joint simulation	BioSample	SIM03_HUMAN_LUNG	SAMEA115633909	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv
REC182	D real reference-dropout experiments	CID4465 slide	RD03_TNBC_PLASMA	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC183	D real reference-dropout experiments	CID4465 capture area	RD03_TNBC_PLASMA	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC184	E CTA biological application	CTA Space Ranger version	CTA01_BCSA2TUMB1	1.0.0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
REC185	D real reference-dropout experiments	dropout target for mouse_embryo_real_sc_missing_endoderm_gut	mouse_embryo_real_sc_missing_endoderm_gut	Endoderm/Gut	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_embryo_real_sc_missing_endoderm_gut.yaml
REC186	D real reference-dropout experiments	dropout target for mouse_embryo_real_sc_missing_erythroid	mouse_embryo_real_sc_missing_erythroid	Erythroid	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_embryo_real_sc_missing_erythroid.yaml
REC187	D real reference-dropout experiments	dropout target for cytospace_fig2d_tme_brca_tnbc_fresh_frozen_sc_missing_plasma_cells	cytospace_fig2d_tme_brca_tnbc_fresh_frozen_sc_missing_plasma_cells	Plasma cells	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv;configs/datasets/cytospace_fig2d_tme_brca_tnbc_fresh_frozen_sc_missing_plasma_cells.yaml
REC188	D real reference-dropout experiments	dropout target for cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells	cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells	Plasma cells	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells.yaml
REC189	D real reference-dropout experiments	dropout target for cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_epithelial_cells	cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_epithelial_cells	Epithelial cells	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_epithelial_cells.yaml
REC190	D real reference-dropout experiments	dropout target for cytospace_fig2d_tme_crc_fresh_frozen_sc_missing_b_cells	cytospace_fig2d_tme_crc_fresh_frozen_sc_missing_b_cells	B cells	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv;configs/datasets/cytospace_fig2d_tme_crc_fresh_frozen_sc_missing_b_cells.yaml
REC191	D real reference-dropout experiments	dropout target for cell2location_ST8059051_thalamic_excitatory_reference_missing	cell2location_ST8059051_thalamic_excitatory_reference_missing	thalamic excitatory states	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cell2loc_scan_st8059051_sc_missing_thalamic_excitatory.yaml
